Target_Genre,Mapped_Anchor_Genre,B2B_Platform_Category,Suno_Style_Prompt,Negative_Prompt,Suggested_Album_Title
irish contemporary classical,Neo-Classical Ambient / Modern Classical (네오클래식 앰비언트),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"irish contemporary classical, 50-75 bpm, felt upright piano, warm cinematic string ensemble, minimal sub-bass drones, mechanical piano key clicks, soft ambient synthesizer pads","no rhythmic electronic drum machines, no dynamic trap 808 hi-hat loops, no digital autotune voice shifting, no heavy metal guitar distortion, no generic commercial pop choruses",The Sound of irish contemporary classical - 감성 브이로그
swazi pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"swazi pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of swazi pop - 호텔 라운지
australian shoegaze,Shoegaze / Dream Noise Rock (슈게이즈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"australian shoegaze, 80-120 bpm, blinding walls of guitar feedback, reversed reverb distortion, buried soft vocals, melodic driving bass, steady heavy acoustic drums","no clear upfront commercial pop vocals, no digital autotune voice shifting, no progressive metal clear technical speed guitar solos, no modern electronic trap drum machine loops, no sharp digital synthesizers",The Sound of australian shoegaze - 감성 브이로그
nubian traditional,Traditional Jamaican Ska (정통 자메이카 스카),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"nubian traditional, 110-130 bpm, syncopated electric guitar chop, walking double bass, bright acoustic horn section, rimshot snare, jazz piano chords","no modern electronic drum machines, no heavy rock guitar distortion, no digital autotune vocal shifting, no sharp synthesizer leads, no aggressive trap 808 sub-bass",The Sound of nubian traditional - 호텔 라운지
classic ukrainian pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"classic ukrainian pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of classic ukrainian pop - 호텔 라운지
staff band,Psytrance / Psychedelic Trance (사이케델릭 트랜스),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"staff band, 138-145 bpm, rolling triplet bassline, acid squelch filters, psychedelic laser fx, hypnotic alien soundscapes, punchy trance kick","no traditional radio pop chord progressions, no slow lo-fi hiphop beats, no generic happy house club kicks, no heavy metal high-gain distortion guitars, no smooth clean pop vocal harmonies",The Sound of staff band - 감성 브이로그
traditional southern folk,Traditional Celtic Folk / Irish Jig Style (켈틱 포크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"traditional southern folk, 110-140 bpm, lively acoustic fiddle, bright tin whistle, organic bodhran drum, wooden acoustic guitar, uilleann pipes, concertina accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital autotune voice shifting, no sliding heavy 808 sub-bass glides, no synthetic pop pads",The Sound of traditional southern folk - 호텔 라운지
rock alagoano,J-Rock Anisong / Anime Opening Style (제이록 애니송),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"rock alagoano, 160-180 bpm, fast electric guitar solos, driving bass guitar, rapid acoustic drums, dramatic orchestral strings, bright synthesizer arpeggios","no slow acoustic rhythm, no autotune mumble rap, no electronic trap drum loops, no dark industrial techno drones, no lo-fi bedroom cassette hiss",The Sound of rock alagoano - 호텔 라운지
indie sudcaliforniano,Industrial Techno / Hard Warehouse Techno (인더스트리얼 테크노),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"indie sudcaliforniano, 135-145 bpm, heavily distorted warehouse kick, metallic percussion clangs, distorted synth loops, screeching feedback drones, raw noise static","no bright major scale pop melodies, no sweet autotuned pop singing, no smooth r&b backing harmonies, no traditional country folk acoustic guitars, no slow hiphop trap drum loops",The Sound of indie sudcaliforniano - 호텔 라운지
trap kreyol,Trap Music (트랩),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"trap kreyol, 130-145 bpm, 808 sub-bass boom, rapid hi-hat rolls, crisp electronic snare, dark piano loops, brass hits","no acoustic live drums, no classic rock electric guitars, no slow country folk banjo, no bright major scale pop chords, no vintage tape hiss",The Sound of trap kreyol - 호텔 라운지
catalan folk,Traditional Celtic Folk / Irish Jig Style (켈틱 포크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"catalan folk, 110-140 bpm, lively acoustic fiddle, bright tin whistle, organic bodhran drum, wooden acoustic guitar, uilleann pipes, concertina accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital autotune voice shifting, no sliding heavy 808 sub-bass glides, no synthetic pop pads",The Sound of catalan folk - 호텔 라운지
jazz tico,Afro-Cuban Jazz / Latin Jazz (아프로 큐반 재즈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"jazz tico, 120-150 bpm, syncopated piano tumbao, driving congas and bongos, cascading brass horn sections, warm acoustic upright bass, timbales, cowbell accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital trap 808 sub-bass, no autotuned commercial mumble rap, no smooth synthesized pop pads",The Sound of jazz tico - 호텔 라운지
russian black metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"russian black metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardwa...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of russian black metal - 감성 브이로그
ringtone,Reggaeton / Latin Urban Pop (레게톤),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"ringtone, 90-100 bpm, dembow drum pattern, heavy sub-bass hits, synthetic horn stabs, crisp reggaeton snare, classic acoustic guitar, plucky synth leads","no straight 4/4 electronic house kick drums, no heavy metal high-gain distortion guitars, no slow acoustic indie folk, no dark industrial techno drones, no old-school fast boom bap drum loops",The Sound of ringtone - 호텔 라운지
danish folk,Traditional Celtic Folk / Irish Jig Style (켈틱 포크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"danish folk, 110-140 bpm, lively acoustic fiddle, bright tin whistle, organic bodhran drum, wooden acoustic guitar, uilleann pipes, concertina accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital autotune voice shifting, no sliding heavy 808 sub-bass glides, no synthetic pop pads",The Sound of danish folk - 호텔 라운지
singaporean metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"singaporean metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardware...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of singaporean metal - 감성 브이로그
muzica ardeleneasca,Authentic Jamaican Dancehall (정통 자메이카 댄스홀),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"muzica ardeleneasca, 90-105 bpm, syncopated dembow riddim, raw electronic percussion, digital synth blips, heavy sub-bass thumps, minimalist keys","no straight 4/4 electronic house dance beats, no heavy metal high-gain guitar distortion, no slow acoustic indie folk, no smooth commercial pop vocal harmonies, no generic edm festival drops",The Sound of muzica ardeleneasca - 호텔 라운지
russian choir,Industrial Techno / Hard Warehouse Techno (인더스트리얼 테크노),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"russian choir, 135-145 bpm, heavily distorted warehouse kick, metallic percussion clangs, distorted synth loops, screeching feedback drones, raw noise static","no bright major scale pop melodies, no sweet autotuned pop singing, no smooth r&b backing harmonies, no traditional country folk acoustic guitars, no slow hiphop trap drum loops",The Sound of russian choir - 감성 브이로그
cuban electronic,IDM (Intelligent Dance Music / 인텔리전트 댄스 뮤직),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"cuban electronic, 90-140 bpm, complex glitchy sequencing, modular synthesizer textures, unpredictable drum micro-beats, ambient computer pads, detuned synthesis","no standard straight 4/4 club house kicks, no basic commercial pop chord progressions, no live acoustic instruments, no clean pop singing, no aggressive heavy trap 808 bass",The Sound of cuban electronic - 호텔 라운지
austrian orchestra,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"austrian orchestra, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardwar...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of austrian orchestra - 감성 브이로그
icelandic traditional,Traditional Jamaican Ska (정통 자메이카 스카),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"icelandic traditional, 110-130 bpm, syncopated electric guitar chop, walking double bass, bright acoustic horn section, rimshot snare, jazz piano chords","no modern electronic drum machines, no heavy rock guitar distortion, no digital autotune vocal shifting, no sharp synthesizer leads, no aggressive trap 808 sub-bass",The Sound of icelandic traditional - 호텔 라운지
bulgarian folk,Traditional Celtic Folk / Irish Jig Style (켈틱 포크),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"bulgarian folk, 110-140 bpm, lively acoustic fiddle, bright tin whistle, organic bodhran drum, wooden acoustic guitar, uilleann pipes, concertina accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital autotune voice shifting, no sliding heavy 808 sub-bass glides, no synthetic pop pads",The Sound of bulgarian folk - 감성 브이로그
kannada indie,Modern K-Indie / Sentimental Rock (모던 케이인디),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"kannada indie, 80-105 bpm, warm acoustic guitar, vintage electric guitar, soft acoustic drums, melodic bass guitar, warm nostalgic synth pads","no heavy metal high-gain distortion, no aggressive autotune rap, no electronic trap drum loops, no massive edm drops, no futuristic hyperpop synths",The Sound of kannada indie - 호텔 라운지
musica piauiense,Neo-Classical Ambient / Modern Classical (네오클래식 앰비언트),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"musica piauiense, 50-75 bpm, felt upright piano, warm cinematic string ensemble, minimal sub-bass drones, mechanical piano key clicks, soft ambient synthesizer pads","no rhythmic electronic drum machines, no dynamic trap 808 hi-hat loops, no digital autotune voice shifting, no heavy metal guitar distortion, no generic commercial pop choruses",The Sound of musica piauiense - 호텔 라운지
kol isha,K-Pop Girl Crush / Cyberpunk Idol Pop (걸크러시 케이팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"kol isha, 100-130 bpm, aggressive synth brass, heavy electronic trap beats, industrial bass distortion, metallic claps, cybernetic sound effects","no slow acoustic indie folk, no gentle lo-fi bedroom beats, no vintage raw rock guitar distortion, no traditional country folk banjo, no soft relaxing major scale acoustic piano",The Sound of kol isha - 호텔 라운지
